ID_Alkalinity,ID_Coral,Chamber,Species,Date,Time,Metabolism,Temperature,At,delta_At,delta_T,delta_At_per_h,Vol_chamber,Vol_coral,Vol_water,delta_At_per_h_per_V,Final_delta_At_Std,Convert_Calcification,Surface_Area,Calcif_mol_cm2_h,Calcif_mmol_m2_day,Calcif_g_cm2_yr,Calcif_kg_m2_yr,Flow,Species_Flow
Metabo_coral_747,Coral_191,Big_T1_03,Porites_lutea,2018-10-11,10:40:00,Day,28.3,2460.6517996126,-68.4998788148,2.5166666667,-27.2184948933,3.539,1.03,2.509,-69.9984837794,-70.5806541173,35.2903270586,965.5966,0.0365476919,8.7714460615,0.0320435998,0.3204359984,Low,Porites_lutea_Low
Metabo_coral_748,Coral_192,Big_T1_04,Porites_lutea,2018-10-11,10:41:00,Day,28.3,2524.319745793,-4.8319326343,2.5333333333,-1.9073418293,3.539,0.71,2.829,-5.5307667861,-6.112937124,3.056468562,668.4126,0.0045727273,1.0974545586,0.0040091901,0.040091901,Low,Porites_lutea_Low
Metabo_coral_791,Coral_197,Medium_T1_01,Porites_lutea,2018-10-11,14:58:00,Day,30,2432.2827727261,-102.1011711385,1.9666666667,-51.9158497315,1.138,0.0508271,1.0871729,-57.8525425312,-59.3205177134,29.6602588567,78.6881,0.3789048124,90.9371549689,0.3322090547,3.3220905465,High,Porites_lutea_High
Metabo_coral_792,Coral_198,Medium_T1_02,Porites_lutea,2018-10-11,14:58:00,Day,30,2524.910191032,-9.4737528327,1.9666666667,-4.8171624573,1.138,0.0461836,1.0918164,-5.3909433967,-6.8589185789,3.4294592894,85.189,0.0404362692,9.7047046024,0.0354529537,0.3545295367,High,Porites_lutea_High
Metabo_coral_793,Coral_199,Medium_T1_03,Porites_lutea,2018-10-11,14:59:00,Day,30,2467.3950887263,-66.9888551384,1.9833333333,-33.7758933471,1.138,0.057328,1.080672,-37.4131787705,-38.8811539527,19.4405769764,67.5437,0.289187673,69.4050415269,0.253548544,2.5354854395,High,Porites_lutea_High
Metabo_coral_794,Coral_200,Medium_T1_04,Porites_lutea,2018-10-11,15:00:00,Day,30,2511.6715524664,-22.7123913983,2,-11.3561956991,1.138,0.1046917,1.0333083,-12.0278125541,-13.4957877363,6.7478938682,74.0446,0.0912657999,21.9037919759,0.0800183163,0.8001831625,High,Porites_lutea_High
Metabo_coral_795,Coral_201,Big_T1_01,Porites_lutea,2018-10-11,15:01:00,Day,30,2491.9737515762,-39.1902140769,2.0166666667,-19.433164005,3.539,0.3062196,3.2327804,-64.3937304981,-65.8617056803,32.9308528402,649.8386,0.0504642337,12.111416094,0.0442450843,0.4424508434,Low,Porites_lutea_Low
Metabo_coral_796,Coral_202,Big_T1_02,Porites_lutea,2018-10-11,15:02:00,Day,30,2390.0759167709,-141.0880488822,2.0333333333,-69.387565024,3.539,0.4733856,3.0656144,-218.0334064815,-219.5013816637,109.7506908319,547.6816,0.1986633343,47.6792002235,0.1741803121,1.7418031209,Low,Porites_lutea_Low
Metabo_coral_797,Coral_203,Big_T1_03,Porites_lutea,2018-10-11,15:03:00,Day,30,2456.9932633794,-74.1707022736,2.05,-36.1808303774,3.539,0.6126906,2.9263094,-108.5232116339,-109.9911868161,54.9955934081,965.5966,0.0562385755,13.4972581241,0.0493078034,0.4930780343,Low,Porites_lutea_Low
Metabo_coral_798,Coral_204,Big_T1_04,Porites_lutea,2018-10-11,15:04:00,Day,30,2485.9344294047,-45.2295362484,2.0666666667,-21.885259475,3.539,0.3526546,3.1863454,-71.4773457524,-72.9453209346,36.4726604673,668.4126,0.0542750257,13.0260061777,0.0475862391,0.4758623909,Low,Porites_lutea_Low
Metabo_coral_841,Coral_209,Medium_T1_01,Acropora_hyacinthus,2018-10-16,14:38:00,Day,28.3,2506.938705253,-48.1822001591,2.0666666667,-23.3139678189,1.138,0.11,1.028,-24.5659278908,-24.8639395752,12.4319697876,194.195,0.0640179705,15.3643129279,0.0561284755,0.5612847548,High,Acropora_hyacinthus_High
Metabo_coral_842,Coral_210,Medium_T1_02,Acropora_hyacinthus,2018-10-16,14:39:00,Day,28.3,2490.6815889209,-64.4393164912,2.0833333333,-30.9308719158,1.138,0.14,0.998,-31.6407354263,-31.9387471107,15.9693735553,241.361,0.0661638523,15.8793245524,0.0580099015,0.5800990145,High,Acropora_hyacinthus_High
Metabo_coral_843,Coral_211,Medium_T1_03,Acropora_hyacinthus,2018-10-16,14:39:00,Day,28.3,2461.4036262879,-93.7172791242,2.0833333333,-44.9842939796,1.138,0.092,1.046,-48.2299107903,-48.5279224747,24.2639612373,165.8954,0.146260603,35.1025447177,0.1282356282,1.2823562823,High,Acropora_hyacinthus_High
Metabo_coral_844,Coral_212,Medium_T1_04,Acropora_hyacinthus,2018-10-16,14:40:00,Day,28.4,2356.4518525734,-198.6690528388,2.1,-94.6043108756,1.138,0.107,1.031,-99.9754706256,-100.27348231,50.136741155,189.4784,0.2646039926,63.5049582285,0.2319945257,2.3199452574,High,Acropora_hyacinthus_High
Metabo_coral_845,Coral_213,Big_T1_01,Acropora_hyacinthus,2018-10-16,14:41:00,Day,28.4,2517.7125335254,-30.7757930205,2.1166666667,-14.5397447341,3.539,0.34,3.199,-47.6754594895,-47.973471174,23.986735587,555.801,0.0431570573,10.3576937445,0.0378384352,0.3783843522,Low,Acropora_hyacinthus_Low
Metabo_coral_846,Coral_214,Big_T1_02,Acropora_hyacinthus,2018-10-16,14:42:00,Day,28.4,2482.6319543294,-65.8563722165,2.1333333333,-30.8701744765,3.539,0.29,3.249,-102.804626796,-103.1026384804,51.5513192402,477.191,0.1080307869,25.9273888603,0.0947172071,0.9471720713,Low,Acropora_hyacinthus_Low
Metabo_coral_847,Coral_215,Big_T1_03,Acropora_hyacinthus,2018-10-16,14:43:00,Day,28.4,2514.7204647569,-33.7678617891,2.15,-15.7059822275,3.539,0.27,3.269,-52.6264272991,-52.9244389836,26.4622194918,445.747,0.0593660069,14.2478416636,0.0520498141,0.5204981409,Low,Acropora_hyacinthus_Low
Metabo_coral_848,Coral_216,Big_T1_04,Acropora_hyacinthus,2018-10-16,14:44:00,Day,28.4,2448.43645,-100.0518765459,2.1666666667,-46.177789175,3.539,0.4,3.139,-148.575882226,-148.8738939104,74.4369469552,650.133,0.1144949525,27.4787886006,0.100384737,1.0038473699,Low,Acropora_hyacinthus_Low
Metabo_coral_891,Coral_221,Medium_T1_01,Pocillopora_verrucosa,2018-10-17,11:09:00,Day,28.1,2408.3952019824,-176.9579577389,1.9,-93.135767231,1.138,0.098,1.04,-99.2827278683,-98.7216969044,49.3608484522,100.0482,0.4933706799,118.408963165,0.432568291,4.3256829102,High,Pocillopora_verrucosa_High
Metabo_coral_892,Coral_222,Medium_T1_02,Pocillopora_verrucosa,2018-10-17,11:10:00,Day,28.1,2497.2419182871,-88.1112414342,1.9166666667,-45.9710824874,1.138,0.067,1.071,-50.4659050776,-49.9048741137,24.9524370569,71.2585,0.3501678685,84.0402884378,0.307013616,3.0701361599,High,Pocillopora_verrucosa_High
Metabo_coral_893,Coral_223,Medium_T1_03,Pocillopora_verrucosa,2018-10-17,11:10:00,Day,28.1,2338.3861384851,-246.9670212362,1.9166666667,-128.8523589058,1.138,0.09,1.048,-138.4132039366,-137.8521729728,68.9260864864,92.6186,0.7441927052,178.6062492494,0.652479322,6.5247932199,High,Pocillopora_verrucosa_High
Metabo_coral_894,Coral_224,Medium_T1_04,Pocillopora_verrucosa,2018-10-17,11:11:00,Day,28.1,2501.0511888482,-84.3019708731,1.9333333333,-43.604467693,1.138,0.08,1.058,-47.2868649897,-46.7258340258,23.3629170129,83.3316,0.2803608357,67.2866005584,0.245809515,2.4580951504,High,Pocillopora_verrucosa_High
Metabo_coral_895,Coral_225,Big_T1_01,Pocillopora_verrucosa,2018-10-17,11:12:00,Day,28.1,2542.3815150059,-43.0114550321,1.95,-22.0571564267,3.539,0.29,3.249,-73.4552937612,-72.8942627973,36.4471313986,278.3586,0.1309358913,31.4246139177,0.114799515,1.1479951496,Low,Pocillopora_verrucosa_Low
Metabo_coral_896,Coral_226,Big_T1_02,Pocillopora_verrucosa,2018-10-17,11:13:00,Day,28.1,2525.6238715422,-59.7690984958,1.9666666667,-30.3910670317,3.539,0.32,3.219,-100.2745658946,-99.7135349307,49.8567674653,306.2196,0.1628137698,39.0753047541,0.1427488034,1.4274880336,Low,Pocillopora_verrucosa_Low
Metabo_coral_897,Coral_227,Big_T1_03,Pocillopora_verrucosa,2018-10-17,11:14:00,Day,28.1,2409.9476257204,-175.4453443175,1.9833333333,-88.459837471,3.539,0.5,3.039,-275.5501822263,-274.9891512624,137.4945756312,473.3856,0.2904494257,69.7078621561,0.2546547998,2.5465479975,Low,Pocillopora_verrucosa_Low
Metabo_coral_898,Coral_228,Big_T1_04,Pocillopora_verrucosa,2018-10-17,11:15:00,Day,28.1,2415.7387925346,-169.6541775034,2,-84.8270887517,3.539,0.52,3.019,-262.4953054649,-261.934274501,130.9671372505,491.9596,0.2662152283,63.8916548028,0.2334071948,2.3340719478,Low,Pocillopora_verrucosa_Low
Metabo_coral_941,Coral_233,Medium_T1_01,Montipora_verilli,2018-10-17,16:00:00,Day,30.3,2556.8592575845,-18.8841669338,2.0333333333,-9.2872952133,1.138,0.03,1.108,-10.5475811738,-3.0396656445,1.5198328222,40.28,0.0377316987,9.0556076797,0.0330816911,0.3308169106,High,Montipora_verilli_High
Metabo_coral_944,Coral_236,Medium_T1_04,Montipora_verilli,2018-10-17,16:02:00,Day,30.3,2551.0345583665,-24.7088661518,2.0666666667,-11.9559029767,1.138,0.049,1.089,-13.3454778001,-5.8375622708,2.9187811354,34.8,0.0838730211,20.1295250718,0.0735366143,0.7353661435,High,Montipora_verilli_High
Metabo_coral_945,Coral_237,Big_T1_01,Montipora_verilli,2018-10-17,16:03:00,Day,30.3,2524.941256891,-34.4263241163,2.0833333333,-16.5246355758,3.539,0.32,3.219,-54.5226219666,-47.0147064373,23.5073532187,127.77445,0.1839753818,44.1540916238,0.1613024846,1.6130248458,Low,Montipora_verilli_Low
Metabo_coral_946,Coral_238,Big_T1_02,Montipora_verilli,2018-10-17,16:04:00,Day,30.3,2506.938705253,-52.4288757543,2.1,-24.9661313116,3.539,0.21,3.329,-85.1900574147,-77.6821418854,38.8410709427,204,0.1903974066,45.6953775796,0.166933067,1.6693306705,Low,Montipora_verilli_Low
Metabo_coral_947,Coral_239,Big_T1_03,Montipora_verilli,2018-10-17,16:05:00,Day,30.3,2490.6815889209,-68.6859920864,2.1166666667,-32.4500750015,3.539,0.25,3.289,-109.3965040968,-101.8885885675,50.9442942838,72.03,0.7072649491,169.7435877843,0.6201024966,6.2010249661,Low,Montipora_verilli_Low
Metabo_coral_948,Coral_240,Big_T1_04,Montipora_verilli,2018-10-17,16:06:00,Day,30.3,2461.4036262879,-97.9639547194,2.1333333333,-45.9206037747,3.539,0.3,3.239,-152.455256517,-144.9473409877,72.4736704939,43.2110402559,1.677202633,402.5286319307,1.470506267,14.7050626699,Low,Montipora_verilli_Low
Metabo_coral_995,Coral_249,Big_T1_01,Acropora_hyacinthus,2018-11-26,12:22:00,Day,28.1,2377.6484321878,-9.1159259367,2.3,-3.9634460594,3.539,0.2870138,3.2519862,-13.211298687,-14.2212611425,7.1106305713,472.4961,0.0150490778,3.6117786731,0.0131944482,0.1319444818,High,Acropora_hyacinthus_High
Metabo_coral_997,Coral_251,Big_T1_03,Acropora_hyacinthus,2018-11-26,12:23:00,Day,28.1,2364.2035051602,-22.5608529644,2.3166666667,-9.7384976825,3.539,0.3607277,3.1782723,-31.7253873635,-32.7353498191,16.3676749095,588.3891,0.0278177738,6.6762657199,0.024389546,0.2438954599,High,Acropora_hyacinthus_High
Metabo_coral_998,Coral_252,Big_T1_04,Acropora_hyacinthus,2018-11-26,12:24:00,Day,28.1,2366.0144937596,-20.7498643649,2.3333333333,-8.8927990135,3.539,0.2143455,3.3246545,-30.3046213644,-31.31458382,15.65729191,358.247,0.043705298,10.4892715317,0.0383191115,0.3831911149,High,Acropora_hyacinthus_High
Metabo_coral_1092,Coral_270,Medium_T1_02,Pocillopora_verrucosa,2018-11-27,09:34:00,Day,28.1,2298.0941431678,-65.1926740041,2.15,-30.3221739554,1.138,0.1022656,1.0357344,-32.1908616146,-31.5732344684,15.7866172342,104.0097,0.1517802401,36.4272576135,0.1330750321,1.3307503209,Low,Pocillopora_verrucosa_Low
Metabo_coral_1093,Coral_271,Medium_T1_03,Pocillopora_verrucosa,2018-11-27,09:34:00,Day,28.1,2294.5677017262,-68.7191154457,2.15,-31.9623792771,1.138,0.0976154,1.0403846,-34.0844963587,-33.4668692125,16.7334346062,99.691,0.1678530119,40.2847228485,0.1471670155,1.471670155,Low,Pocillopora_verrucosa_Low
Metabo_coral_1095,Coral_273,Big_T1_01,Pocillopora_verrucosa,2018-11-27,09:35:00,Day,28.1,2337.0532476129,-27.880941295,2.1666666667,-12.8681267516,3.539,0.2076079,3.3313921,-43.940495197,-43.3228680507,21.6614340254,201.8411,0.1073192428,25.7566182809,0.0940933529,0.9409335285,High,Pocillopora_verrucosa_High
Metabo_coral_1096,Coral_274,Big_T1_02,Pocillopora_verrucosa,2018-11-27,09:36:00,Day,28.1,2336.1147213069,-28.819467601,2.1833333333,-13.1997561531,3.539,0.1948252,3.3441748,-45.2458491908,-44.6282220446,22.3141110223,189.9698,0.1174613598,28.1907263436,0.1029855679,1.0298556791,High,Pocillopora_verrucosa_High
Metabo_coral_1097,Coral_275,Big_T1_03,Pocillopora_verrucosa,2018-11-27,09:36:00,Day,28.1,2338.3438742769,-26.5903146311,2.1833333333,-12.17877006,3.539,0.223476,3.315524,-41.3884795351,-40.7708523889,20.3854261944,216.5778,0.0941251882,22.5900451785,0.0825253171,0.8252531714,High,Pocillopora_verrucosa_High
Metabo_coral_1098,Coral_276,Big_T1_04,Pocillopora_verrucosa,2018-11-27,09:37:00,Day,28.1,2317.3963176097,-47.5378712982,2.2,-21.6081233174,3.539,0.2446335,3.2943665,-72.9647045242,-72.347077378,36.173538689,236.2267,0.1531306101,36.75134642,0.1342589842,1.3425898419,High,Pocillopora_verrucosa_High
Metabo_coral_1141,Coral_281,Medium_T1_01,Pocillopora_verrucosa,2018-11-27,13:27:00,Day,28.4,2356.6382817047,-7.324201205,2.1166666667,-3.4602525378,1.138,0.0318817,1.1061183,-3.923134871,-4.6272356849,2.3136178425,38.6441,0.0598698855,14.3687725213,0.0524915953,0.5249159529,Low,Pocillopora_verrucosa_Low
Metabo_coral_1142,Coral_282,Medium_T1_02,Pocillopora_verrucosa,2018-11-27,13:27:00,Day,28.4,2316.2776263844,-47.6848565253,2.1166666667,-22.5282786734,1.138,0.0147353,1.1232647,-25.9378506902,-26.6419515041,13.320975752,22.7203,0.5863028108,140.7126745902,0.5140475818,5.1404758175,Low,Pocillopora_verrucosa_Low
Metabo_coral_1143,Coral_283,Medium_T1_03,Pocillopora_verrucosa,2018-11-27,13:28:00,Day,28.4,2328.0522292728,-35.9102536369,2.1333333333,-16.8329313923,1.138,0.0539516,1.0840484,-18.7039051517,-19.4080059656,9.7040029828,59.1405,0.1640838847,39.3801323268,0.1438623909,1.4386239087,Low,Pocillopora_verrucosa_Low
Metabo_coral_1145,Coral_285,Big_T1_01,Pocillopora_verrucosa,2018-11-27,13:29:00,Day,28.4,2337.9986175466,-25.4150541414,2.15,-11.8209554146,3.539,0.2164235,3.3225765,-40.2579293848,-40.9620301987,20.4810150993,210.0281,0.0975155948,23.4037427556,0.0854978942,0.8549789422,High,Pocillopora_verrucosa_High
Metabo_coral_1146,Coral_286,Big_T1_02,Pocillopora_verrucosa,2018-11-27,13:30:00,Day,28.5,2326.8153875816,-36.5982841064,2.1666666667,-16.8915157414,3.539,0.1344382,3.4045618,-58.9459144682,-59.6500152821,29.8250076411,133.8884,0.2227602066,53.4624495763,0.1953075158,1.9530751582,High,Pocillopora_verrucosa_High
Metabo_coral_1147,Coral_287,Big_T1_03,Pocillopora_verrucosa,2018-11-27,13:30:00,Day,28.5,2327.2634660289,-36.1502056591,2.1666666667,-16.6847103042,3.539,0.2917971,3.2472029,-55.5331056775,-56.2372064914,28.1186032457,280.0276,0.1004136851,24.099284424,0.0880388275,0.8803882746,High,Pocillopora_verrucosa_High
Metabo_coral_1148,Coral_288,Big_T1_04,Pocillopora_verrucosa,2018-11-27,13:31:00,Day,28.5,2333.1684917565,-30.2451799314,2.1833333333,-13.8527541671,3.539,0.3186847,3.2203153,-45.7254920961,-46.42959291,23.214796455,304.9981,0.0761145609,18.2674946146,0.0667342971,0.667342971,High,Pocillopora_verrucosa_High
Metabo_coral_1191,Coral_293,Medium_T1_01,Porites_lutea,2018-12-02,14:58:00,Day,31,2351.1723799678,-32.8351381872,2.1,-15.6357800891,1.138,0.1554762,0.9825238,-15.7465892209,-16.4109829853,8.2054914927,93.3813,0.087870821,21.0889970287,0.0770417303,0.7704173029,Low,Porites_lutea_Low
Metabo_coral_1192,Coral_294,Medium_T1_02,Porites_lutea,2018-12-02,14:58:00,Day,31,2320.8003976423,-63.2071205127,2.1,-30.0986288156,1.138,0.1611905,0.9768095,-30.1356422281,-30.8000359926,15.4000179963,95.8453,0.1606757764,38.5621863472,0.1408742936,1.4087429364,Low,Porites_lutea_Low
Metabo_coral_1193,Coral_295,Medium_T1_03,Porites_lutea,2018-12-02,14:59:00,Day,31,2369.9871831925,-14.0203349625,2.1166666667,-6.6237802972,1.138,0.0729429,1.0650571,-7.2310718403,-7.8954656047,3.9477328024,57.793,0.0683081481,16.3939555408,0.0598899369,0.5988993689,Low,Porites_lutea_Low
Metabo_coral_1194,Coral_296,Medium_T1_04,Porites_lutea,2018-12-02,14:59:00,Day,31,2335.587999329,-48.419518826,2.1166666667,-22.8753632249,1.138,0.0566667,1.0813333,-25.3542893048,-26.0186830692,13.0093415346,50.7747,0.2562170044,61.4920810621,0.2246411395,2.2464113953,Low,Porites_lutea_Low
Metabo_coral_1243,Coral_307,Medium_T1_03,Porites_lutea,2018-12-02,18:05:00,Day,31.2,2351.1723799678,-32.8351381872,1.15,-28.5522940758,1.138,0.0244762,1.1135238,-32.5885004729,-26.6536825232,13.3268412616,36.8941,0.3612187656,86.6925037548,0.3167026143,3.1670261432,Low,Porites_lutea_Low
Metabo_coral_1244,Coral_308,Medium_T1_04,Porites_lutea,2018-12-02,18:06:00,Day,31.2,2320.8003976423,-63.2071205127,1.1666666667,-54.177531868,1.138,0.0710476,1.0669524,-59.249968844,-53.3151508942,26.6575754471,56.9757,0.4678762253,112.2902940605,0.4102157413,4.1021574129,Low,Porites_lutea_Low
Metabo_coral_1246,Coral_310,Big_T1_02,Porites_lutea,2018-12-02,18:08:00,Day,31.2,2335.587999329,-11.7319876052,1.2,-9.7766563377,3.539,0.187619,3.351381,-33.584432801,-27.6496148512,13.8248074256,107.2413,0.1289130906,30.9391417499,0.1130260017,1.130260017,High,Porites_lutea_High
Metabo_coral_1296,Coral_322,Big_T1_02,Napopora_irregularis,2018-12-03,11:32:00,Day,29.9,2351.1723799678,-32.8351381872,4.25,-7.7259148676,3.539,0.094155,3.444845,-27.279943682,-23.5652297028,11.7826148514,241.7336,0.0487421478,11.698115464,0.0427352261,0.4273522611,High,Napopora_irregularis_High
Metabo_coral_1297,Coral_323,Big_T1_03,Napopora_irregularis,2018-12-03,11:33:00,Day,29.9,2320.8003976423,-63.2071205127,4.2666666667,-14.8141688702,3.539,0.0819889,3.4570111,-52.4930648769,-48.7783508977,24.3891754489,209.3827,0.1164813304,27.9555192847,0.1021263161,1.021263161,High,Napopora_irregularis_High
Metabo_coral_1298,Coral_324,Big_T1_04,Napopora_irregularis,2018-12-03,11:34:00,Day,29.9,2369.9871831925,-14.0203349625,4.2833333333,-3.2732299523,3.539,0.2189897,3.3200103,-11.1388360849,-7.4241221057,3.7120610529,573.6815,0.0064705957,1.5529429704,0.0056731675,0.0567316754,High,Napopora_irregularis_High
Metabo_coral_1346,Coral_334,Big_T1_02,Napopora_irregularis,2018-12-04,21:59:00,Day,28.1,2379.6289234178,-3.283921086,2.1166666667,-1.5514587808,3.539,0.1962444,3.3427556,-5.3158012159,-3.06491714,1.53245857,513.1995,0.0029860874,0.7166609804,0.0026180857,0.0261808572,High,Napopora_irregularis_High
Metabo_coral_1347,Coral_335,Big_T1_03,Napopora_irregularis,2018-12-04,22:00:00,Day,28.1,2336.4226716064,-46.4901728974,2.1333333333,-21.7922685457,3.539,0.294631,3.244369,-72.469714522,-70.218830446,35.109415223,774.8193,0.0453130365,10.8751287604,0.0397287143,0.3972871425,High,Napopora_irregularis_High
Metabo_coral_1348,Coral_336,Big_T1_04,Napopora_irregularis,2018-12-04,22:01:00,Day,28.1,2318.2484363685,-64.6644081354,2.15,-30.0764689002,3.539,0.3507009,3.1882991,-98.2900981938,-96.0392141178,48.0196070589,923.9148,0.0519740641,12.4737753894,0.0455688451,0.4556884512,High,Napopora_irregularis_High
Metabo_coral_1392,Coral_342,Medium_T1_02,Phymmastrea_curta,2018-12-08,17:50:00,Day,26.8,2206.0019705532,-13.9373841886,2.0333333333,-6.8544512403,1.138,0.0494226,1.0885774,-7.6481407274,-10.2377396232,5.1188698116,48.5466,0.1054423958,25.3061749902,0.0924478061,0.9244780611,Low,Phymmastrea_curta_Low
Metabo_coral_1393,Coral_343,Medium_T1_03,Phymmastrea_curta,2018-12-08,17:51:00,Day,26.8,2215.6890519676,-4.2503027742,2.05,-2.0733184265,1.138,0.0746091,1.0633909,-2.2598666462,-4.849465542,2.424732771,64.399,0.0376517146,9.0364115133,0.0330115642,0.3301156417,Low,Phymmastrea_curta_Low
Metabo_coral_1396,Coral_346,Big_T1_02,Phymmastrea_curta,2018-12-08,17:53:00,Day,26.8,2283.8864436699,-15.4048281553,2.0833333333,-7.3943175145,3.539,0.1610987,3.3779013,-25.6017066136,-28.1913055094,14.0956527547,118.8355,0.118614831,28.4675594509,0.1039968868,1.0399688682,High,Phymmastrea_curta_High
Metabo_coral_1397,Coral_347,Big_T1_03,Phymmastrea_curta,2018-12-08,17:53:00,Day,26.8,2290.262814307,-9.0284575182,2.0833333333,-4.3336596087,3.539,0.1169035,3.4220965,-15.2009564137,-17.7905553095,8.8952776547,91.0191,0.0977297914,23.4551499316,0.0856856935,0.8568569347,High,Phymmastrea_curta_High
Metabo_coral_1491,Coral_365,Medium_T1_01,Montipora_verilli,2018-12-09,14:40:00,Day,27.1,2311.8152549732,-5.5198305682,2.85,-1.9367826555,1.138,0.049944335,1.088055665,-2.1600105237,-2.8474749522,1.4237374761,50.46,0.02821517,6.77164079,0.0247379675,0.2473796751,Low,Montipora_verilli_Low
Metabo_coral_1497,Coral_371,Big_T1_03,Montipora_verilli,2018-12-09,14:44:00,Day,27.1,2318.1707752625,-0.5317008542,2.9166666667,-0.1822974357,3.539,0.065078982,3.473921018,-0.6491190658,-1.3365834944,0.6682917472,39.75,0.016812371,4.0349690396,0.0147404353,0.1474043531,High,Montipora_verilli_High
Metabo_coral_1541,Coral_377,Medium_T1_01,Montipora_verilli,2018-12-09,18:21:00,Day,27.3,2318.9565932587,-7.0334449836,2.0666666667,-3.4032798308,1.138,0.0181615764,1.1198384236,-3.9064016089,-4.2500041608,2.1250020804,42.9866,0.0494340581,11.8641739355,0.0433418662,0.4334186624,Low,Montipora_verilli_Low
Metabo_coral_1543,Coral_379,Medium_T1_03,Montipora_verilli,2018-12-09,18:22:00,Day,27.3,2324.321373624,-1.6686646183,2.0833333333,-0.8009590168,1.138,0.0620520526,1.0759479474,-0.8833349653,-1.2269375172,0.6134687586,53.4,0.011488179,2.75716296,0.0100723901,0.1007239011,Low,Montipora_verilli_Low
Metabo_coral_1545,Coral_381,Big_T1_01,Montipora_verilli,2018-12-09,18:24:00,Day,27.3,2318.4935189343,-2.0448612066,2.1166666667,-0.9660761606,3.539,0.1291489875,3.4098510125,-3.3765301687,-3.7201327206,1.8600663603,190,0.0097898229,2.3495575078,0.0085833373,0.0858333735,High,Montipora_verilli_High
Metabo_coral_1546,Coral_382,Big_T1_02,Montipora_verilli,2018-12-09,18:25:00,Day,27.3,2305.5186286407,-15.0197515002,2.1333333333,-7.0405085157,3.539,0.1674900932,3.3715099068,-24.330572815,-24.6741753669,12.3370876835,214,0.0576499424,13.8359861871,0.0505452353,0.5054523526,High,Montipora_verilli_High
Metabo_coral_1547,Coral_383,Big_T1_03,Montipora_verilli,2018-12-09,18:26:00,Day,27.3,2308.3721598703,-12.1662202707,2.15,-5.6587071026,3.539,0.2900807337,3.2489192663,-18.8442995914,-19.1879021433,9.5939510716,224.75,0.0426872128,10.2449310665,0.0374264938,0.3742649378,High,Montipora_verilli_High
Metabo_coral_1548,Coral_384,Big_T1_04,Montipora_verilli,2018-12-09,18:27:00,Day,27.3,2315.6979889171,-4.8403912238,2.1666666667,-2.2340267187,3.539,0.0887899289,3.4502100711,-7.900558021,-8.2441605729,4.1220802864,126.5,0.0325856149,7.820547579,0.0285698043,0.2856980427,High,Montipora_verilli_High
